_id,sourceId,__v,author,content,createdAt,emoji_present,keyword,language,platform,postedAt,title,type,updatedAt,upvotes,source_url
6a35971fe6dc3b1b72bed052,yt_reply_UgzcLRCV2cBSBvSHjcd4AaABAg.ASTgAQcy1uyAT35N89-EtX,0,@SimplilearnOfficial,Thank You!,2026-06-19T19:23:11.145Z,false,Machine Learning,english,youtube,2026-02-10T18:22:11.000Z,Reply to: @raghurajsinghshekhawat8454,comment,2026-06-19T19:32:22.340Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed053,yt_comment_UgyxsBbyAAJp68t5_PZ4AaABAg,0,@Fathimahaha,Ssu,2026-06-19T19:23:11.148Z,false,Machine Learning,english,youtube,2026-01-25T11:14:50.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.344Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed054,yt_comment_Ugx7nQcVlzQh3gaLUeV4AaABAg,0,@laughriotcentral1,1. facebook recognition- supervised learning\n2. netflix recommendations- unsupervised learning\n3. fraud detection- supervised learning,2026-06-19T19:23:11.150Z,false,Machine Learning,english,youtube,2026-01-18T17:00:30.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.348Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed055,yt_reply_Ugx7nQcVlzQh3gaLUeV4AaABAg.AS7ijkctomPASvYmE79GFV,0,@KarenAngwi,5:49 😅,2026-06-19T19:23:11.153Z,true,Machine Learning,english,youtube,2026-02-07T10:45:59.000Z,Reply to: @laughriotcentral1,comment,2026-06-19T19:32:22.352Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed056,yt_comment_UgyM7h0vuR6SFjIkAJt4AaABAg,0,@CaeyuFaryi,"I didn’t just learn, I evolved.",2026-06-19T19:23:11.155Z,false,Machine Learning,english,youtube,2026-01-16T16:13:39.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.354Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed057,yt_reply_UgyM7h0vuR6SFjIkAJt4AaABAg.AS2UmqUSi50ASC6PxcKuXV,0,@SimplilearnOfficial,Hello thank you for watching our video .We are glad that we could help you in your learning !,2026-06-19T19:23:11.159Z,false,Machine Learning,english,youtube,2026-01-20T09:53:05.000Z,Reply to: @CaeyuFaryi,comment,2026-06-19T19:32:22.357Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed058,yt_comment_UgyBYUhZeEDYkUAY9bF4AaABAg,0,@piyushagarwal6271,"zomato , blinkit also uses machine learning",2026-06-19T19:23:11.161Z,false,Machine Learning,english,youtube,2026-01-15T10:59:41.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.359Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed059,yt_reply_UgyBYUhZeEDYkUAY9bF4AaABAg.AS-M3V6fYzVASC7TOd33Oa,0,@SimplilearnOfficial,yes,2026-06-19T19:23:11.164Z,false,Machine Learning,english,youtube,2026-01-20T10:02:17.000Z,Reply to: @piyushagarwal6271,comment,2026-06-19T19:32:22.362Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05a,yt_comment_UgxfSsgvkr3_MFGUNjp4AaABAg,0,@AbhiKumar-p4d1y,My brain just leveled up like a video game character.,2026-06-19T19:23:11.166Z,false,Machine Learning,english,youtube,2026-01-14T13:20:00.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.366Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05b,yt_reply_UgxfSsgvkr3_MFGUNjp4AaABAg.ARy1KJw4rpRASCqd67QXfM,0,@SimplilearnOfficial,We are glad that you have enjoyed your learning experience with us  : ),2026-06-19T19:23:11.169Z,false,Machine Learning,english,youtube,2026-01-20T16:45:42.000Z,Reply to: @AbhiKumar-p4d1y,comment,2026-06-19T19:32:22.369Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05c,yt_comment_UgxbRBIQ8Da14O4xOll4AaABAg,0,@SaleemRaza-d4p,I’m in awe of how clearly you explained this!,2026-06-19T19:23:11.171Z,false,Machine Learning,english,youtube,2026-01-10T00:04:09.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.371Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05d,yt_comment_UgwaZxbchtSCAP_vvIJ4AaABAg,0,@CaowmsuehNaowmsus,"Absolutely standout quality, so impressive!",2026-06-19T19:23:11.173Z,false,Machine Learning,english,youtube,2026-01-09T19:21:56.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.374Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05e,yt_comment_UgxG8qHU379kcVvj9ZZ4AaABAg,0,@สาครบัวทองเรือง-ญ2จ,"I clicked this expecting chaos, but got clarity instead. Plot twist.",2026-06-19T19:23:11.175Z,false,Machine Learning,english,youtube,2026-01-06T20:05:27.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.377Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed05f,yt_comment_Ugz_0jnkBriGGhQpyPB4AaABAg,0,@RIDWANOWOLABI-c8d,"Absolute perfection, what a tutorial!",2026-06-19T19:23:11.178Z,false,Machine Learning,english,youtube,2026-01-05T20:39:41.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.380Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed060,yt_comment_Ugxx0K3Q-qpLPcC29GN4AaABAg,0,@Avobas-g2f,This channel just became my new favorite!,2026-06-19T19:23:11.180Z,false,Machine Learning,english,youtube,2026-01-05T19:28:50.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.384Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed061,yt_comment_UgxDnLG6hUnhLMEfqXp4AaABAg,0,@AlbertoFarrow-k8d,You’re a total rockstar for making this video!,2026-06-19T19:23:11.182Z,false,Machine Learning,english,youtube,2026-01-02T14:45:53.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.387Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed062,yt_comment_UgwTSFH1mUTY4tNAG_B4AaABAg,0,@AlbertoFarrow-k8d,I’m convinced this video is powered by sorcery.,2026-06-19T19:23:11.185Z,false,Machine Learning,english,youtube,2026-01-02T14:43:12.000Z,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2026 | Simplilearn,comment,2026-06-19T19:32:22.390Z,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
6a35971fe6dc3b1b72bed063,yt_comment_UgzapuIvWafQNjupEXh4AaABAg,0,@toon-adventure7,do you think Ai could predict  the future better than humans??,2026-06-19T19:23:11.187Z,false,Machine Learning,english,youtube,2026-06-19T10:15:27.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.392Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed064,yt_comment_UgwJQ61qi_sfynCYgrl4AaABAg,0,@LiJuanPorter,Thanks,2026-06-19T19:23:11.189Z,false,Machine Learning,english,youtube,2026-06-16T19:21:08.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.395Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed065,yt_comment_UgyUdoN0x3bWuEZDOP94AaABAg,0,@tamekahemsley8939,"Great, easy and simplified explanation.",2026-06-19T19:23:11.193Z,false,Machine Learning,english,youtube,2026-06-16T05:35:27.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.399Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed066,yt_comment_Ugw4jLfSlPByXsTTLHd4AaABAg,0,@RhondaMarshall-q9f,I’m blown away by how good this tutorial is!,2026-06-19T19:23:11.195Z,false,Machine Learning,english,youtube,2026-06-16T02:26:43.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.402Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed067,yt_comment_Ugw5VnaX0DPUmy6RQcZ4AaABAg,0,@totalidiotfuq,07:30 horrible example. cope harder.,2026-06-19T19:23:11.198Z,false,Machine Learning,english,youtube,2026-06-15T21:02:42.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.405Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed068,yt_comment_UgxgabzmBibJCdZvqaJ4AaABAg,0,@SallieClark-c6r,Your editing skills are insane!,2026-06-19T19:23:11.200Z,false,Machine Learning,english,youtube,2026-06-14T23:59:00.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.409Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed069,yt_comment_Ugw_BWQLVLdY1_a_Mzd4AaABAg,0,@chingonometrico7562,ML G  AI \n\nAi  G  LM,2026-06-19T19:23:11.202Z,false,Machine Learning,english,youtube,2026-06-12T11:17:17.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.411Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06a,yt_comment_Ugw6x_KzAPtHgV1i8hJ4AaABAg,0,@phucson6,THANK YOUUUUU you've made 100 times easier for me to understand and it makes you 100 times smarter than other explainers,2026-06-19T19:23:11.205Z,false,Machine Learning,english,youtube,2026-06-12T07:34:46.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.416Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06b,yt_comment_Ugysr23L9WA1JYElgtJ4AaABAg,0,@salikhussain9531,Many topics covered with simple words.,2026-06-19T19:23:11.208Z,false,Machine Learning,english,youtube,2026-06-11T12:54:30.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.419Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06c,yt_comment_Ugzl18srFjDF34UEQxp4AaABAg,0,@GabrielTobing,"2:21 NOOOO NOT LISP!!!!!!!!\n\nDude that programming language was a nightmare, idk how I managed to pass that part of the class :')",2026-06-19T19:23:11.211Z,false,Machine Learning,english,youtube,2026-06-11T06:01:59.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.422Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06d,yt_comment_UgxGFGl4LGZOJc5ULht4AaABAg,0,@IsraelSadovnik-v9d,"Anyon-Quasiparticle-Qubit-Electron. \r\nAn anyon is a unique type of quasiparticle that exists exclusively in two-dimensional (2D) systems, possessing physical properties that fall strictly between those of fermions and bosons. First proposed in the 1970s and named by Nobel laureate Frank Wilczek, anyons are central to modern quantum physics and the development of topological quantum computers. /Wikipedia/\r\nBook: ""Why nobody understands quantum physics""\r\n"" ... under specific conditions, particles or electrons split into quasiparticles. It turns out that even those fundamental, seemingly inseparable particles are capable of family expansion .... These new parts-of-particles are neither fermions nor bosons. Frank Wilczek called them anyons (from the word 'anyone'). Also these anyons can be far apart, they always remain mysteriously linked by an invisible, highly elastic thread"". /Page 291, by Frank Verstraete and Celine Broeckaert/\r\n“But what practical use can we make of these anyons? … Designing a computer that operates on anyons and their permutations, could, in principle, overcome this obstacle, since the superpositions would then be protected by the intrinsic topological properties of the anyons.” /Page 292/\r\nSo how is all this even possible? …. Alexei Kitaev: the principle of quantum error correction is equivalent to the existence of anyons (those ‘quasiparticles’ from the quantum Hall effect) in highly entangled quantum systems” /Page 320/\r\nThis method involves simulating a system of (artificial) anyons using a system of ordinary qubits.” /Page 321, by Frank Verstraete and Celine Broeckaert/\r\nSo! “…under specific conditions, particles or electrons split into quasiparticles” which are “anyons” and which are “qubits” !!!\r\nSimilarly.\r\nThese specific conditions can be observed during the collapse of the Schrödinger wave function (Ψ).  Born's electron (with probability |ψ|²) leaves an atom and splits into quasiparticle, which is an ""anyon,"" and which is a ""qubits"".\r\nQuestion: Can an electron really be a qubit of information?",2026-06-19T19:23:11.214Z,false,Machine Learning,english,youtube,2026-06-10T22:53:32.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.424Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06e,yt_comment_UgyPumkaVnYSFPn_nvV4AaABAg,0,@Programmer_Guy,What a amazing video i got..... Next level Explaination,2026-06-19T19:23:11.216Z,false,Machine Learning,english,youtube,2026-06-10T19:30:28.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.429Z,1,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed06f,yt_comment_Ugxnoy4qqxEVClGo2fl4AaABAg,0,@chingonometrico7562,"Ai,  A capital i, I. \n\nAl, A lowercase L, Al\n\nIA \n\nIAI  iAi (LaL lAl)  |A| absolute value, AV\n\nA.I.  artificial intelligence is flipping you off😆\nA.I.A\n\nArtificial intelligence \nArtificial insemination \nArtificial introspection 🤔\nA... Inscription \nA... Inception- Deception\n\nA.D. \n\n...\n\nIBM\nMBI  Men In Black",2026-06-19T19:23:11.219Z,true,Machine Learning,english,youtube,2026-06-10T12:26:28.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.432Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
6a35971fe6dc3b1b72bed070,yt_comment_Ugxse8qZWdUMM-SAtX94AaABAg,0,@moustafa3754,"Anyone KNOWS how in the world does he write on glass, and gets the video to be that clear?",2026-06-19T19:23:11.221Z,false,Machine Learning,english,youtube,2026-06-10T07:16:00.000Z,"AI, Machine Learning, Deep Learning and Generative AI Explained",comment,2026-06-19T19:32:22.436Z,0,https://www.youtube.com/watch?v=qYNweeDHiyU
